Country,Year,Annual total dep. ratio [(0-14 & 65+) / 15-64] (%),Annual total dep. ratio [(0-19 & 65+) / 20-64] (%),Annual total dep. ratio [(0-19 & 70+) / 20-69] (%),Annual total dep. ratio [(0-24 & 70+) / 25-69] (%),Annual total dep. ratio [(0-24 & 65+) / 25-64] (%),Annual child dep. ratio [0-14 / 15-64] (%),Annual child dep. ratio [0-19 / 20-64] (%),Annual child dep. ratio [0-19 / 20-69] (%),Annual child dep. ratio [0-24 / 25-69] (%),Annual child dep. ratio [0-24 / 25-64] (%),Annual old-age dep. ratio [65+ / 15-64] (%),Annual old-age dep. ratio [65+ / 20-64] (%),Annual old-age dep. ratio [70+ / 20-69] (%),Annual old-age dep. ratio [70+ / 25-69] (%),Annual old-age dep. ratio [65+ / 25-64] (%),Annual potential support ratio [15-64/65+],Annual potential support ratio [20-64/65+],Annual potential support ratio [20-69/70+],Annual potential support ratio [25-69/70+],Annual potential support ratio [25-64/65+]
Italy,1950,53.223,76.829,67.393,95.757,108.786,40.825,62.521,59.185,86.158,91.893,12.398,14.308,8.208,9.599,16.894,8.066,6.989,12.183,10.418,5.919
Italy,1951,53.001,76.072,66.58,94.427,107.481,40.436,61.612,58.291,84.751,90.442,12.565,14.459,8.289,9.675,17.039,7.959,6.916,12.064,10.336,5.869
Italy,1952,52.71,75.322,65.79,92.942,105.975,39.981,60.708,57.408,83.187,88.806,12.729,14.614,8.382,9.755,17.169,7.856,6.843,11.93,10.251,5.825
Italy,1953,52.189,74.485,64.886,91.296,104.338,39.288,59.694,56.41,81.462,87.016,12.901,14.791,8.477,9.834,17.322,7.751,6.761,11.797,10.169,5.773
Italy,1954,51.705,73.834,64.166,89.883,102.938,38.597,58.813,55.543,79.909,85.403,13.108,15.02,8.624,9.974,17.535,7.629,6.658,11.596,10.026,5.703
Italy,1955,51.41,73.428,63.725,88.718,101.728,38.07,58.148,54.895,78.54,83.955,13.34,15.28,8.83,10.178,17.773,7.496,6.545,11.325,9.825,5.627
Italy,1956,51.283,73.117,63.38,87.6,100.552,37.771,57.655,54.412,77.302,82.639,13.512,15.463,8.968,10.298,17.913,7.401,6.467,11.15,9.711,5.582
Italy,1957,51.445,72.936,63.156,86.819,99.754,37.75,57.298,54.057,76.401,81.691,13.694,15.638,9.098,10.418,18.063,7.302,6.395,10.991,9.599,5.536
Italy,1958,51.773,72.688,62.893,86.312,99.238,37.823,56.816,53.593,75.675,80.925,13.95,15.873,9.3,10.637,18.313,7.168,6.3,10.752,9.401,5.461
Italy,1959,52.206,72.384,62.59,85.961,98.885,37.965,56.255,53.059,75.06,80.277,14.241,16.129,9.531,10.901,18.608,7.022,6.2,10.492,9.174,5.374
Italy,1960,52.711,72.203,62.377,85.738,98.707,38.196,55.835,52.649,74.61,79.82,14.515,16.368,9.728,11.128,18.887,6.889,6.11,10.28,8.987,5.295
Italy,1961,52.925,72.288,62.356,85.66,98.764,38.16,55.654,52.445,74.327,79.573,14.765,16.635,9.911,11.333,19.191,6.773,6.012,10.09,8.824,5.211
Italy,1962,52.746,72.576,62.506,85.585,98.834,37.794,55.683,52.434,74.082,79.371,14.952,16.893,10.072,11.503,19.463,6.688,5.92,9.928,8.694,5.138
Italy,1963,52.519,72.918,62.713,85.257,98.602,37.439,55.821,52.527,73.66,78.965,15.08,17.097,10.186,11.597,19.636,6.631,5.849,9.817,8.623,5.093
Italy,1964,52.581,73.493,63.098,84.859,98.328,37.317,56.137,52.774,73.158,78.488,15.264,17.356,10.324,11.701,19.84,6.552,5.762,9.686,8.546,5.04
Italy,1965,52.914,74.275,63.581,84.516,98.237,37.398,56.591,53.119,72.715,78.122,15.516,17.684,10.462,11.801,20.115,6.445,5.655,9.558,8.474,4.971
Italy,1966,53.371,74.732,63.744,84.388,98.441,37.559,56.718,53.151,72.46,77.982,15.812,18.014,10.592,11.928,20.458,6.324,5.551,9.441,8.384,4.888
Italy,1967,53.946,74.773,63.555,84.587,99.002,37.803,56.445,52.822,72.474,78.134,16.143,18.327,10.733,12.113,20.868,6.194,5.456,9.317,8.256,4.792
Italy,1968,54.508,74.681,63.254,84.855,99.643,38.05,56.074,52.406,72.572,78.377,16.458,18.607,10.848,12.283,21.266,6.076,5.374,9.218,8.141,4.702
Italy,1969,55.064,74.754,63.077,85.198,100.405,38.272,55.829,52.099,72.73,78.702,16.792,18.925,10.978,12.468,21.703,5.955,5.284,9.109,8.021,4.608
Italy,1970,55.618,75.055,63.111,85.721,101.365,38.415,55.703,51.903,72.959,79.105,17.203,19.352,11.208,12.762,22.26,5.813,5.168,8.922,7.836,4.492
Italy,1971,56.106,75.477,63.267,85.931,101.933,38.459,55.64,51.768,72.837,79.105,17.647,19.837,11.499,13.095,22.828,5.667,5.041,8.697,7.637,4.381
Italy,1972,56.546,76.104,63.624,85.791,102.05,38.497,55.8,51.845,72.417,78.754,18.049,20.304,11.778,13.374,23.295,5.54,4.925,8.49,7.477,4.293
Italy,1973,56.933,76.789,64.008,85.55,102.077,38.529,56.057,52.004,71.969,78.379,18.403,20.732,12.004,13.581,23.697,5.434,4.823,8.331,7.363,4.22
Italy,1974,57.254,77.424,64.3,85.364,102.241,38.477,56.239,52.079,71.575,78.092,18.777,21.185,12.221,13.788,24.149,5.326,4.72,8.182,7.253,4.141
Italy,1975,57.377,77.898,64.479,85.314,102.525,38.242,56.269,52.024,71.281,77.902,19.134,21.63,12.455,14.033,24.624,5.226,4.623,8.029,7.126,4.061
Italy,1976,57.28,78.121,64.471,85.256,102.758,37.832,56.095,51.796,70.98,77.686,19.448,22.025,12.674,14.276,25.072,5.142,4.54,7.89,7.005,3.989
Italy,1977,57.062,78.211,64.354,85.258,103.056,37.295,55.783,51.445,70.708,77.501,19.767,22.428,12.908,14.55,25.555,5.059,4.459,7.747,6.873,3.913
Italy,1978,56.699,78.229,64.181,85.258,103.343,36.592,55.36,50.997,70.381,77.252,20.106,22.869,13.184,14.877,26.091,4.974,4.373,7.585,6.722,3.833
Italy,1979,56.072,78.003,63.89,85.153,103.368,35.661,54.724,50.385,69.896,76.772,20.411,23.279,13.505,15.258,26.596,4.899,4.296,7.404,6.554,3.76
Italy,1980,54.982,77.164,63.287,84.834,102.817,34.504,53.755,49.545,69.278,76.018,20.478,23.409,13.743,15.556,26.799,4.883,4.272,7.277,6.428,3.732
Italy,1981,53.594,75.779,62.573,84.428,101.611,33.247,52.494,48.55,68.52,74.904,20.346,23.285,14.023,15.908,26.707,4.915,4.295,7.131,6.286,3.744
Italy,1982,52.12,74.035,61.881,84.083,99.963,32.023,51.043,47.479,67.705,73.545,20.097,22.992,14.403,16.378,26.417,4.976,4.349,6.943,6.106,3.785
Italy,1983,50.488,71.89,61.048,83.668,97.903,30.817,49.421,46.304,66.852,72.034,19.671,22.469,14.744,16.815,25.869,5.084,4.451,6.782,5.947,3.866
Italy,1984,48.968,69.724,60.049,83.003,95.762,29.642,47.705,44.986,65.779,70.365,19.326,22.019,15.063,17.224,25.397,5.174,4.542,6.639,5.806,3.938
Italy,1985,48.094,68.256,58.816,81.952,94.451,28.611,46.121,43.533,64.443,68.869,19.483,22.136,15.283,17.51,25.582,5.133,4.518,6.543,5.711,3.909
Italy,1986,47.535,67.241,57.325,80.456,93.624,27.62,44.666,42.018,62.898,67.488,19.915,22.575,15.307,17.558,26.136,5.021,4.43,6.533,5.695,3.826
Italy,1987,47.017,66.349,55.617,78.461,92.719,26.638,43.29,40.498,61.122,66.005,20.379,23.059,15.12,17.339,26.714,4.907,4.337,6.614,5.767,3.743
Italy,1988,46.616,65.597,53.811,76.091,91.711,25.73,42.007,39.017,59.154,64.401,20.886,23.59,14.794,16.937,27.31,4.788,4.239,6.76,5.904,3.662
Italy,1989,46.202,64.848,52.163,73.744,90.48,24.849,40.771,37.634,57.154,62.66,21.354,24.077,14.53,16.59,27.821,4.683,4.153,6.883,6.028,3.594
Italy,1990,45.833,64.108,51.113,72.073,89.126,24.011,39.552,36.42,55.342,60.826,21.822,24.556,14.693,16.731,28.3,4.583,4.072,6.806,5.977,3.534
Italy,1991,45.123,62.779,49.895,70.355,87.195,22.876,37.826,34.832,53.236,58.498,22.247,24.954,15.063,17.12,28.697,4.495,4.007,6.639,5.841,3.485
Italy,1992,44.747,61.681,48.901,68.953,85.599,22.034,36.31,33.44,51.41,56.475,22.713,25.37,15.46,17.542,29.123,4.403,3.942,6.468,5.7,3.434
Italy,1993,45.015,61.247,48.562,68.223,84.674,21.782,35.414,32.628,50.181,55.088,23.232,25.833,15.934,18.043,29.586,4.304,3.871,6.276,5.542,3.38
Italy,1994,45.92,61.451,48.732,68.067,84.492,21.532,34.468,31.752,48.88,53.657,24.388,26.984,16.979,19.187,30.835,4.1,3.706,5.89,5.212,3.243
Italy,1995,46.276,61.047,48.303,67.199,83.577,21.345,33.598,30.94,47.623,52.288,24.931,27.449,17.363,19.576,31.289,4.011,3.643,5.759,5.108,3.196
Italy,1996,46.08,60.178,47.425,65.667,81.945,21.203,32.9,30.281,46.401,50.961,24.877,27.278,17.144,19.266,30.985,4.02,3.666,5.833,5.191,3.227
Italy,1997,46.555,60.19,47.378,64.952,81.171,21.113,32.381,29.791,45.269,49.72,25.442,27.809,17.586,19.684,31.451,3.931,3.596,5.686,5.08,3.18
Italy,1998,47.02,60.282,47.444,64.308,80.411,21.084,32.007,29.443,44.249,48.585,25.936,28.275,18.001,20.06,31.826,3.856,3.537,5.555,4.985,3.142
Italy,1999,47.544,60.526,47.654,63.78,79.769,21.102,31.758,29.211,43.323,47.552,26.441,28.768,18.443,20.457,32.217,3.782,3.476,5.422,4.888,3.104
Italy,2000,48.129,60.866,47.949,63.356,79.248,21.145,31.561,29.027,42.464,46.595,26.984,29.305,18.922,20.892,32.653,3.706,3.412,5.285,4.786,3.062
Italy,2001,48.708,61.174,48.249,63.063,78.837,21.178,31.336,28.823,41.696,45.729,27.53,29.838,19.426,21.367,33.108,3.632,3.351,5.148,4.68,3.02
Italy,2002,49.347,61.482,48.531,62.839,78.538,21.272,31.126,28.629,41.02,44.975,28.076,30.357,19.902,21.819,33.563,3.562,3.294,5.025,4.583,2.979
Italy,2003,49.863,61.785,48.677,62.521,78.313,21.31,30.961,28.452,40.413,44.34,28.553,30.824,20.225,22.108,33.973,3.502,3.244,4.944,4.523,2.943
Italy,2004,50.337,62.25,48.881,62.335,78.36,21.278,30.888,28.343,39.941,43.884,29.059,31.362,20.537,22.393,34.475,3.441,3.189,4.869,4.466,2.901
Italy,2005,50.95,63.008,49.349,62.433,78.721,21.311,31.001,28.403,39.652,43.628,29.639,32.007,20.946,22.781,35.092,3.374,3.124,4.774,4.39,2.85
Italy,2006,51.562,63.876,49.925,62.647,79.196,21.347,31.206,28.55,39.458,43.473,30.215,32.67,21.375,23.189,35.724,3.31,3.061,4.678,4.312,2.799
Italy,2007,51.903,64.471,50.452,62.898,79.46,21.335,31.374,28.7,39.346,43.347,30.568,33.098,21.753,23.552,36.114,3.271,3.021,4.597,4.246,2.769
Italy,2008,52.047,64.682,50.902,63.332,79.599,21.327,31.409,28.781,39.389,43.312,30.72,33.273,22.121,23.943,36.287,3.255,3.005,4.521,4.177,2.756
Italy,2009,52.328,64.868,51.407,63.987,79.895,21.384,31.377,28.815,39.519,43.352,30.943,33.49,22.591,24.469,36.543,3.232,2.986,4.426,4.087,2.736
Italy,2010,52.66,65.073,51.856,64.622,80.27,21.427,31.301,28.795,39.622,43.389,31.233,33.772,23.061,25,36.881,3.202,2.961,4.336,4,2.711
Italy,2011,53.127,65.405,52.188,65.176,80.861,21.448,31.186,28.694,39.677,43.445,31.679,34.219,23.494,25.499,37.416,3.157,2.922,4.256,3.922,2.673
Italy,2012,53.771,65.941,52.334,65.525,81.715,21.484,31.099,28.549,39.68,43.561,32.287,34.842,23.785,25.845,38.154,3.097,2.87,4.204,3.869,2.621
Italy,2013,54.436,66.552,52.36,65.555,82.448,21.494,31.025,28.382,39.5,43.53,32.942,35.527,23.978,26.055,38.917,3.036,2.815,4.17,3.838,2.57
Italy,2014,55.1,67.278,52.5,65.51,83.061,21.447,30.982,28.245,39.185,43.341,33.653,36.296,24.255,26.324,39.72,2.971,2.755,4.123,3.799,2.518
Italy,2015,55.607,67.918,52.662,65.464,83.538,21.329,30.928,28.118,38.862,43.107,34.278,36.99,24.543,26.602,40.431,2.917,2.703,4.074,3.759,2.473
Italy,2016,55.92,68.383,52.9,65.553,83.858,21.135,30.818,27.984,38.575,42.84,34.785,37.566,24.916,26.978,41.018,2.875,2.662,4.013,3.707,2.438
Italy,2017,56.13,68.728,53.3,65.919,84.142,20.909,30.665,27.861,38.386,42.602,35.221,38.063,25.439,27.533,41.54,2.839,2.627,3.931,3.632,2.407
Italy,2018,56.308,68.975,53.689,66.352,84.409,20.66,30.439,27.685,38.205,42.352,35.648,38.537,26.004,28.147,42.057,2.805,2.595,3.846,3.553,2.378
Italy,2019,56.563,69.272,54.038,66.787,84.794,20.391,30.163,27.449,37.997,42.099,36.173,39.109,26.59,28.79,42.695,2.765,2.557,3.761,3.473,2.342
Italy,2020,56.753,69.489,54.169,67.002,85.129,20.105,29.864,27.165,37.75,41.847,36.648,39.625,27.005,29.252,43.282,2.729,2.524,3.703,3.419,2.31
Italy,2021,56.928,69.716,54.166,67.086,85.506,19.796,29.558,26.85,37.48,41.612,37.132,40.158,27.317,29.606,43.894,2.693,2.49,3.661,3.378,2.278
Italy,2022,57.033,69.936,54.139,67.13,85.864,19.456,29.272,26.551,37.216,41.388,37.577,40.664,27.588,29.913,44.476,2.661,2.459,3.625,3.343,2.248
Italy,2023,57.142,70.162,54.06,67.082,86.19,19.084,28.951,26.211,36.88,41.097,38.058,41.211,27.849,30.203,45.093,2.628,2.427,3.591,3.311,2.218
Spain,1950,50.908,76.87,68.334,100.196,112.386,39.967,64.048,60.957,91.422,96.989,10.94,12.823,7.378,8.774,15.397,9.14,7.799,13.554,11.397,6.495
Spain,1951,50.239,75.648,67.11,98.399,110.55,39.183,62.722,59.673,89.57,95.056,11.056,12.926,7.437,8.829,15.494,9.045,7.736,13.447,11.326,6.454
Spain,1952,50.277,74.958,66.344,96.96,109.153,39.107,61.954,58.904,88.151,93.608,11.17,13.004,7.44,8.81,15.546,8.953,7.69,13.44,11.351,6.433
Spain,1953,50.929,74.208,65.507,95.574,107.84,39.53,61.05,58.001,86.704,92.142,11.4,13.158,7.506,8.87,15.698,8.772,7.6,13.322,11.274,6.37
Spain,1954,51.936,73.694,64.998,94.419,106.608,40.323,60.418,57.393,85.458,90.816,11.613,13.276,7.605,8.961,15.792,8.611,7.532,13.15,11.16,6.332
Spain,1955,52.647,73.554,64.861,93.514,105.603,40.805,60.091,57.081,84.382,89.653,11.842,13.464,7.781,9.133,15.95,8.445,7.427,12.853,10.95,6.27
Spain,1956,53.129,73.482,64.781,92.762,104.776,41.135,59.893,56.89,83.53,88.737,11.994,13.588,7.891,9.231,16.039,8.337,7.359,12.672,10.833,6.235
Spain,1957,53.906,73.774,65.064,92.271,104.191,41.832,60.141,57.127,83.025,88.172,12.074,13.633,7.938,9.246,16.019,8.282,7.335,12.598,10.815,6.242
Spain,1958,54.543,74.718,65.909,91.867,103.746,42.302,60.878,57.809,82.499,87.607,12.241,13.839,8.1,9.367,16.139,8.169,7.226,12.345,10.675,6.196
Spain,1959,55,76.217,67.184,91.786,103.768,42.569,62.085,58.902,82.285,87.426,12.43,14.132,8.282,9.5,16.341,8.045,7.076,12.075,10.526,6.119
Spain,1960,55.292,77.322,67.972,91.848,104.143,42.624,62.857,59.542,82.221,87.49,12.668,14.465,8.429,9.628,16.653,7.894,6.913,11.863,10.387,6.005
Spain,1961,55.618,77.981,68.295,91.543,104.19,42.654,63.154,59.718,81.78,87.18,12.964,14.827,8.578,9.763,17.01,7.714,6.745,11.658,10.243,5.879
Spain,1962,55.983,78.851,68.895,91.333,104.21,42.791,63.726,60.179,81.458,86.941,13.191,15.125,8.717,9.875,17.27,7.581,6.612,11.472,10.127,5.791
Spain,1963,56.07,79.221,69.235,91.705,104.62,42.759,63.936,60.373,81.666,87.168,13.311,15.286,8.862,10.039,17.452,7.513,6.542,11.284,9.961,5.73
Spain,1964,56.241,79.456,69.51,92.829,105.805,42.834,64.058,60.507,82.588,88.145,13.406,15.399,9.003,10.241,17.659,7.459,6.494,11.108,9.764,5.663
Spain,1965,56.903,79.974,69.819,93.714,107.04,43.19,64.244,60.619,83.22,88.945,13.713,15.729,9.199,10.494,18.095,7.292,6.358,10.87,9.529,5.526
Spain,1966,57.701,80.68,70.214,94.34,108.102,43.596,64.52,60.783,83.572,89.49,14.105,16.16,9.432,10.769,18.613,7.09,6.188,10.602,9.286,5.373
Spain,1967,58.316,81.379,70.657,95.426,109.615,43.911,64.875,61.04,84.413,90.542,14.405,16.504,9.617,11.013,19.073,6.942,6.059,10.398,9.08,5.243
Spain,1968,58.867,81.868,70.778,95.967,110.711,44.133,65.001,61.037,84.79,91.169,14.734,16.867,9.741,11.178,19.542,6.787,5.929,10.266,8.946,5.117
Spain,1969,59.396,82.262,70.788,96.15,111.438,44.37,65.081,60.984,84.891,91.507,15.026,17.181,9.804,11.26,19.931,6.655,5.82,10.2,8.881,5.017
Spain,1970,59.92,82.94,71.189,96.507,112.15,44.558,65.367,61.168,85.004,91.771,15.362,17.573,10.021,11.503,20.379,6.51,5.69,9.979,8.693,4.907
Spain,1971,60.31,83.565,71.657,96.935,112.769,44.636,65.617,61.36,85.121,91.965,15.674,17.948,10.297,11.813,20.803,6.38,5.572,9.712,8.465,4.807
Spain,1972,60.498,83.908,71.871,97.179,113.188,44.576,65.665,61.367,85.128,92.04,15.921,18.244,10.504,12.051,21.148,6.281,5.481,9.52,8.298,4.729
Spain,1973,60.593,84.216,72.104,97.205,113.273,44.412,65.655,61.338,84.869,91.784,16.181,18.562,10.766,12.336,21.489,6.18,5.387,9.288,8.106,4.653
Spain,1974,60.473,84.52,72.383,97.185,113.228,44.152,65.753,61.428,84.653,91.54,16.322,18.767,10.955,12.532,21.687,6.127,5.328,9.128,7.98,4.611
Spain,1975,60.338,84.836,72.651,97.443,113.542,43.844,65.821,61.482,84.67,91.574,16.495,19.015,11.169,12.773,21.968,6.063,5.259,8.954,7.829,4.552
Spain,1976,60.369,85.163,72.878,97.829,114.083,43.612,65.815,61.449,84.75,91.713,16.757,19.348,11.43,13.079,22.369,5.968,5.169,8.749,7.646,4.47
Spain,1977,60.346,85.26,72.915,98.076,114.446,43.343,65.615,61.243,84.706,91.706,17.003,19.645,11.672,13.37,22.74,5.881,5.09,8.568,7.479,4.398
Spain,1978,60.122,85.072,72.729,98.196,114.62,42.878,65.141,60.796,84.504,91.507,17.244,19.931,11.932,13.692,23.113,5.799,5.017,8.381,7.304,4.327
Spain,1979,59.623,84.682,72.391,98.279,114.715,42.163,64.481,60.19,84.246,91.229,17.46,20.201,12.201,14.034,23.486,5.727,4.95,8.196,7.126,4.258
Spain,1980,59.031,84.219,72.017,98.284,114.674,41.353,63.74,59.519,83.876,90.81,17.679,20.479,12.499,14.407,23.864,5.657,4.883,8.001,6.941,4.19
Spain,1981,58.163,83.399,71.397,97.999,114.192,40.326,62.716,58.611,83.229,90.036,17.837,20.683,12.785,14.77,24.156,5.606,4.835,7.821,6.771,4.14
Spain,1982,57.087,82.178,70.462,97.247,113.105,39.132,61.356,57.41,82.144,88.748,17.954,20.822,13.052,15.103,24.357,5.57,4.803,7.662,6.621,4.106
Spain,1983,56.094,80.759,69.321,96.118,111.628,38.013,59.82,56.035,80.729,87.113,18.082,20.939,13.286,15.389,24.515,5.53,4.776,7.527,6.498,4.079
Spain,1984,55.078,79.138,67.927,94.772,110.017,36.858,58.091,54.455,79.148,85.342,18.22,21.047,13.471,15.625,24.675,5.488,4.751,7.423,6.4,4.053
Spain,1985,54.115,77.601,66.454,93.29,108.485,35.688,56.366,52.828,77.467,83.557,18.427,21.235,13.626,15.823,24.928,5.427,4.709,7.339,6.32,4.012
Spain,1986,53.261,76.218,64.901,91.604,107.054,34.531,54.682,51.17,75.649,81.749,18.731,21.536,13.731,15.955,25.305,5.339,4.643,7.283,6.268,3.952
Spain,1987,52.473,74.993,63.357,89.784,105.672,33.357,53.054,49.526,73.716,79.887,19.116,21.939,13.831,16.069,25.786,5.231,4.558,7.23,6.223,3.878
Spain,1988,51.693,73.948,61.955,87.862,104.192,32.17,51.56,48.005,71.681,77.912,19.523,22.387,13.949,16.181,26.28,5.122,4.467,7.169,6.18,3.805
Spain,1989,50.882,72.93,60.603,85.82,102.523,30.956,50.092,46.522,69.527,75.777,19.926,22.838,14.082,16.292,26.746,5.019,4.379,7.102,6.138,3.739
Spain,1990,50.002,71.848,59.299,83.888,100.817,29.685,48.572,45.025,67.411,73.617,20.317,23.276,14.274,16.477,27.2,4.922,4.296,7.006,6.069,3.677
Spain,1991,49.109,70.713,58.096,82.169,99.127,28.446,47.057,43.579,65.441,71.533,20.663,23.656,14.517,16.728,27.594,4.84,4.227,6.888,5.978,3.624
Spain,1992,48.296,69.557,56.986,80.643,97.491,27.324,45.578,42.199,63.627,69.562,20.972,23.979,14.787,17.015,27.929,4.768,4.17,6.763,5.877,3.58
Spain,1993,47.572,68.401,55.893,79.253,95.991,26.279,44.102,40.826,61.928,67.711,21.294,24.299,15.067,17.324,28.28,4.696,4.115,6.637,5.772,3.536
Spain,1994,46.928,67.193,54.731,77.834,94.497,25.283,42.563,39.39,60.203,65.844,21.645,24.631,15.341,17.631,28.653,4.62,4.06,6.519,5.672,3.49
Spain,1995,46.373,65.952,53.497,76.347,92.986,24.334,40.966,37.891,58.417,63.929,22.039,24.987,15.606,17.929,29.057,4.537,4.002,6.408,5.577,3.442
Spain,1996,45.976,64.714,52.269,74.836,91.444,23.522,39.378,36.403,56.618,61.996,22.454,25.336,15.867,18.218,29.448,4.454,3.947,6.303,5.489,3.396
Spain,1997,45.765,63.551,51.118,73.306,89.858,22.876,37.869,34.99,54.811,60.045,22.889,25.681,16.127,18.495,29.812,4.369,3.894,6.201,5.407,3.354
Spain,1998,45.674,62.507,50.066,71.784,88.284,22.333,36.468,33.677,53.022,58.115,23.342,26.039,16.39,18.762,30.169,4.284,3.84,6.101,5.33,3.315
Spain,1999,45.642,61.546,49.173,70.272,86.584,21.902,35.214,32.517,51.26,56.171,23.739,26.332,16.656,19.012,30.413,4.212,3.798,6.004,5.26,3.288
Spain,2000,45.696,60.705,48.491,68.854,84.827,21.586,34.112,31.519,49.554,54.242,24.11,26.593,16.972,19.299,30.585,4.148,3.76,5.892,5.182,3.27
Spain,2001,45.923,60.175,48.081,67.561,83.214,21.393,33.249,30.739,47.937,52.415,24.53,26.926,17.342,19.624,30.799,4.077,3.714,5.766,5.096,3.247
Spain,2002,45.97,59.612,47.812,66.389,81.494,21.274,32.608,30.197,46.561,50.788,24.696,27.004,17.614,19.828,30.706,4.049,3.703,5.677,5.043,3.257
Spain,2003,45.686,58.791,47.631,65.382,79.517,21.19,32.091,29.836,45.448,49.332,24.496,26.7,17.795,19.934,30.185,4.082,3.745,5.62,5.016,3.313
Spain,2004,45.221,57.857,47.501,64.417,77.389,21.085,31.621,29.547,44.403,47.907,24.136,26.236,17.954,20.013,29.482,4.143,3.812,5.57,4.997,3.392
Spain,2005,45.036,57.293,47.365,63.46,75.765,21.039,31.267,29.294,43.415,46.683,23.997,26.025,18.071,20.045,29.082,4.167,3.842,5.534,4.989,3.439
Spain,2006,45.094,57.066,47.389,62.802,74.691,21.101,31.093,29.178,42.687,45.804,23.993,25.972,18.211,20.115,28.887,4.168,3.85,5.491,4.971,3.462
Spain,2007,44.985,56.726,47.388,62.322,73.722,21.16,30.972,29.127,42.211,45.175,23.824,25.754,18.261,20.111,28.547,4.197,3.883,5.476,4.972,3.503
Spain,2008,45.199,56.765,47.3,61.768,73.256,21.322,30.987,29.116,41.798,44.766,23.876,25.778,18.184,19.97,28.49,4.188,3.879,5.499,5.007,3.51
Spain,2009,45.85,57.251,47.218,61.148,73.248,21.603,31.109,29.124,41.342,44.446,24.247,26.142,18.094,19.806,28.802,4.124,3.825,5.527,5.049,3.472
Spain,2010,46.658,57.92,47.438,60.87,73.431,21.884,31.243,29.17,40.938,44.134,24.774,26.677,18.268,19.933,29.297,4.036,3.749,5.474,5.017,3.413
Spain,2011,47.444,58.605,47.799,60.838,73.717,22.13,31.375,29.237,40.638,43.892,25.314,27.23,18.562,20.2,29.825,3.95,3.672,5.387,4.951,3.353
Spain,2012,48.184,59.277,48.005,60.729,74.111,22.317,31.473,29.246,40.357,43.717,25.868,27.804,18.759,20.372,30.394,3.866,3.597,5.331,4.909,3.29
Spain,2013,49.082,60.179,48.438,60.923,74.814,22.47,31.586,29.271,40.143,43.609,26.612,28.593,19.167,20.78,31.206,3.758,3.497,5.217,4.812,3.205
Spain,2014,49.941,61.151,49.041,61.312,75.593,22.568,31.732,29.347,39.996,43.537,27.373,29.419,19.694,21.316,32.056,3.653,3.399,5.078,4.691,3.12
Spain,2015,50.463,61.863,49.603,61.702,76.122,22.565,31.851,29.438,39.907,43.466,27.899,30.012,20.164,21.795,32.656,3.584,3.332,4.959,4.588,3.062
Spain,2016,50.797,62.412,50.06,62.061,76.563,22.496,31.932,29.503,39.86,43.427,28.301,30.48,20.557,22.201,33.136,3.533,3.281,4.865,4.504,3.018
Spain,2017,51.088,62.911,50.395,62.368,77.053,22.392,31.97,29.513,39.824,43.426,28.696,30.941,20.882,22.544,33.627,3.485,3.232,4.789,4.436,2.974
Spain,2018,51.213,63.268,50.689,62.699,77.462,22.176,31.917,29.458,39.776,43.385,29.036,31.351,21.231,22.923,34.077,3.444,3.19,4.71,4.362,2.935
Spain,2019,51.127,63.417,50.853,62.999,77.768,21.836,31.744,29.303,39.715,43.313,29.291,31.673,21.549,23.285,34.455,3.414,3.157,4.64,4.295,2.902
Spain,2020,50.964,63.414,50.711,63.01,77.973,21.436,31.451,29.006,39.533,43.162,29.528,31.963,21.705,23.476,34.811,3.387,3.129,4.607,4.26,2.873
Spain,2021,50.879,63.494,50.502,62.902,78.232,20.985,31.1,28.629,39.227,42.918,29.894,32.394,21.873,23.676,35.314,3.345,3.087,4.572,4.224,2.832
Spain,2022,51.021,63.863,50.477,62.916,78.723,20.533,30.782,28.268,38.871,42.642,30.488,33.081,22.209,24.045,36.081,3.28,3.023,4.503,4.159,2.772
Spain,2023,51.314,64.416,50.522,63.003,79.422,20.062,30.458,27.884,38.488,42.365,31.252,33.958,22.638,24.515,37.057,3.2,2.945,4.417,4.079,2.699
